dataset,family,method,n,test_loss_mean,test_loss_std,test_acc_mean,test_acc_std,train_loss_mean,total_seconds_mean,first_g_dot_d_mean,first_actual_decrease_mean
wine01,su2_haar,AQNG-Z0,20,0.7863588456842303,0.15820456884470777,0.7033333333333334,0.1324090772669686,0.672255495673727,15.204208643000005,4.667912364154988,0.21796563406827368
wine01,su2_haar,AQNG-aligned,20,0.8483531258397988,0.16031032061811099,0.63,0.12699864160990157,0.6548817726767787,15.154139313049999,4.636389218442916,0.23124167075607455
wine01,su2_haar,AQNG-physical,20,0.8668918770219827,0.2638352636524582,0.6599999999999999,0.2050816411387517,0.6702345930325121,15.228424770250001,3.9613958397504767,0.1909748878884887
wine01,su2_haar,AQNG-random,20,0.8485159210826378,0.23634677563545595,0.6599999999999999,0.16879344794800374,0.6377146333598523,15.1792956094,5.154796619579865,0.2684756886386395
wine01,su2_haar,Adam,20,0.9274342725285999,0.21620336528206566,0.6399999999999999,0.14084124860970781,0.6568617659170958,0.8105020676999928,3.667642947871046,0.20074939591747726
wine01,su2_haar,Block-QNG,20,1.010108975505929,0.24879234102061873,0.58,0.17849271448103143,0.8008570703526907,11.237245881649999,1.0549634581574856,0.062221974728310016
wine01,su2_haar,Full-QNG,20,0.923858620370174,0.17504688485729974,0.6133333333333333,0.12349680962803895,0.7614100012268007,204.2757663772,1.5626371088724869,0.08458027332052531
wine01,su2_haar,SGD,20,0.9955690598520256,0.2547490981285407,0.6,0.18096557134354563,0.7520787379741429,0.8181455371499993,0.8961933116566163,0.0873098019138239
wine01,u1_rzxy,AQNG-Z0,20,2.1169219809185824,0.05715419519719437,0.4666666666666667,0.0,2.1938311300722098,8.52681945335,0.00029559710021750013,1.822060614005491e-05
wine01,u1_rzxy,AQNG-aligned,20,2.129445715331234,0.004321150856305354,0.4666666666666667,0.0,2.217216453940133,8.559635597000002,0.0010235027078096307,6.362004316217668e-05
wine01,u1_rzxy,AQNG-physical,20,2.129349511103754,0.004893946585289061,0.4666666666666667,0.0,2.2175720080087507,8.514399956699998,0.0009836522328155253,6.118630067246537e-05
wine01,u1_rzxy,AQNG-random,20,2.089000921412934,0.07143132390799613,0.4666666666666667,0.0,2.1728713033990688,8.52368174095,0.009569011256486041,0.0006925431856064884
wine01,u1_rzxy,Adam,20,1.8588456305176897,0.14594325568690902,0.4666666666666667,0.0,1.7972299890087533,0.3752782934000038,0.03924247135725307,0.00343167308924633
wine01,u1_rzxy,Block-QNG,20,2.1134402138100215,0.015109395788739068,0.4666666666666667,0.0,2.2015778277320455,4.905236696400001,0.00512604505829267,0.0003226723898325373
wine01,u1_rzxy,Full-QNG,20,2.128030116252203,0.004521805345122598,0.4666666666666667,0.0,2.216655588993106,143.10726364459998,0.0021200201425394254,0.000130903678834051
wine01,u1_rzxy,SGD,20,2.1306885098978015,0.002313264935504184,0.4666666666666667,0.0,2.21948716130042,0.3505341673500069,0.0005703895583460134,5.756591985564895e-05
